Date,Region,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2021-01-11,HRV,,,,
2021-01-11,HUN,,,,
2021-01-11,ISL,,,,
2021-01-11,ISR,1977306,1951989,25317,
2021-01-11,ITA,763349,763349,18,
2021-01-11,KWT,,,,
2021-01-11,LIE,7,7,,
2021-01-11,LTU,25825,25825,,
2021-01-11,LUX,1948,1948,,
2021-01-11,LVA,8503,8487,13,5
2021-01-11,MCO,,,,
2021-01-11,MEX,87060,87060,,
2021-01-11,NLD,,,,
2021-01-11,NOR,24283,24240,43,
2021-01-11,OMN,18287,18287,,
2021-01-11,POL,257834,257834,,
2021-01-11,PRT,,,,
2021-01-11,QAT,,,,
2021-01-11,ROU,125190,125190,,
2021-01-11,RUS,,,,
2021-01-11,SAU,,,,
2021-01-11,SGP,4791,4621,160,
2021-01-11,SRB,,,,
2021-01-11,SVK,,,,
2021-01-11,SVN,31111,31109,3,
2021-01-11,SWE,,,,
2021-01-11,SYC,,,,
2021-01-11,TCA,,,,
2021-01-11,USA,13068929,11265251,1550632,
2021-01-12,ALB,128,128,,
2021-01-12,ARE,1275652,,,
2021-01-12,ARG,175350,175269,45,36
2021-01-12,AUT,,,,
2021-01-12,BEL,50208,50203,5,
2021-01-12,BGR,15780,15780,,
2021-01-12,BHR,97776,97776,,
2021-01-12,BLR,,,,
2021-01-12,BMU,,,,
2021-01-12,CAN,393400,387870,5530,
2021-01-12,CHE,58266,57301,,39
2021-01-12,CHL,,,,
2021-01-12,CHN,,,,
2021-01-12,CRI,,,,
2021-01-12,CYM,,,,
2021-01-12,CYP,,,,
2021-01-12,CZE,73480,73465,15,
2021-01-12,DEU,827568,827568,,
2021-01-12,DNK,,,,
2021-01-12,ESP,488122,488122,,
2021-01-12,EST,13348,13345,437,1
2021-01-12,FIN,,,,
2021-01-12,FRA,213249,213059,190,
2021-01-12,GBR,3067541,2639309,428232,
2021-01-12,GIB,2501,2501,,
2021-01-12,GRC,56475,56475,,
2021-01-12,HRV,,,,
2021-01-12,HUN,,,,
2021-01-12,IDN,0,0,,
2021-01-12,ISL,,,,
2021-01-12,ISR,2037061,1976070,60991,
2021-01-12,ITA,846906,846906,18,
2021-01-12,JOR,0,0,,
2021-01-12,KWT,,,,
2021-01-12,LIE,17,17,,
2021-01-12,LTU,27930,27930,,
2021-01-12,LUX,2378,2378,,
2021-01-12,LVA,10144,10125,16,5
2021-01-12,MCO,,,,
2021-01-12,MEX,92879,92879,,
2021-01-12,NLD,,,,
2021-01-12,NOR,28658,28606,52,
2021-01-12,OMN,20649,20649,,
2021-01-12,POL,309620,309620,,
2021-01-12,PRT,,,,
2021-01-12,QAT,,,,
2021-01-12,ROU,140447,140447,,
2021-01-12,RUS,,,,
2021-01-12,SAU,,,,
2021-01-12,SGP,7647,7439,180,
2021-01-12,SRB,,,,
2021-01-12,SVK,,,,
2021-01-12,SVN,32993,32991,3,
2021-01-12,SWE,,,,
2021-01-12,SYC,,,,
2021-01-12,TCA,,,,
2021-01-12,USA,14334853,12187080,1868119,
2021-01-13,ALB,188,188,,
2021-01-13,ARE,1394580,,,
2021-01-13,ARG,192128,192043,47,38
2021-01-13,AUT,,,,
2021-01-13,BEL,72038,72033,,
2021-01-13,BGR,17038,17038,,
2021-01-13,BHR,,101363,,
2021-01-13,BLR,,,,
2021-01-13,BMU,,,,
2021-01-13,CAN,423711,410409,13302,
2021-01-13,CHE,69345,68139,,41
2021-01-13,CHL,11739,10707,1032,
2021-01-13,CHN,10000000,,,
2021-01-13,CRI,,,,
2021-01-13,CYM,,,,
2021-01-13,CYP,,,,
2021-01-13,CZE,87013,86997,16,
2021-01-13,DEU,940046,940046,,
2021-01-13,DNK,,,,
2021-01-13,ESP,581638,581638,,
2021-01-13,EST,14742,14739,558,1
2021-01-13,FIN,,,,
2021-01-13,FRA,278462,278209,253,
2021-01-13,GBR,3356229,2918252,437977,
2021-01-13,GIB,,,,
2021-01-13,GRC,64932,64932,,
2021-01-13,HRV,34553,34553,,
2021-01-13,HUN,,,,
2021-01-13,IDN,,,,
2021-01-13,ISL,,,,
2021-01-13,ISR,2146013,2028149,117864,
2021-01-13,ITA,942428,942428,18,
2021-01-13,JOR,,,,
2021-01-13,KWT,,,,
2021-01-13,LIE,,,,
2021-01-13,LTU,34140,34140,,
2021-01-13,LUX,2876,2876,,
2021-01-13,LVA,11668,11643,22,5
2021-01-13,MCO,,,,
2021-01-13,MEX,192567,192567,,
2021-01-13,NLD,,,,
2021-01-13,NOR,38633,38571,62,
2021-01-13,OMN,22749,22749,,
2021-01-13,POL,369212,369212,,
2021-01-13,PRT,,,,
2021-01-13,QAT,,,,
2021-01-13,ROU,154268,154268,,
2021-01-13,RUS,1000000,1000000,,
2021-01-13,SAU,,,,
2021-01-13,SGP,11763,11493,207,
2021-01-13,SRB,,,,
2021-01-13,SVK,,,,
2021-01-13,SVN,37730,37726,5,
2021-01-13,SWE,,,,
2021-01-13,SYC,2000,2000,,
2021-01-13,TCA,,,,
2021-01-13,TUR,0,,,
2021-01-13,USA,15669707,13222990,2141448,
2021-01-14,ALB,266,266,,
2021-01-14,ARE,1527833,,,
2021-01-14,ARG,208778,208688,48,42
2021-01-14,AUT,,,,
2021-01-14,BEL,95602,95597,,
2021-01-14,BGR,17686,17686,,
2021-01-14,BHR,,109566,,
2021-01-14,BLR,,,,
2021-01-14,BMU,,,,
2021-01-14,CAN,466390,450017,16373,
2021-01-14,CHE,79926,78534,,44
2021-01-14,CHL,18656,12827,5829,
2021-01-14,CHN,,,,
2021-01-14,CRI,,,,
2021-01-14,CYM,,,,
2021-01-14,CYP,,,,
2021-01-14,CZE,102255,102235,20,
2021-01-14,DEU,1024225,1024225,,
2021-01-14,DNK,,,,
2021-01-14,ESP,676186,676186,,
2021-01-14,EST,16522,16519,686,1
2021-01-14,FIN,,,,
2021-01-14,FRA,361834,361318,516,
2021-01-14,GBR,3678180,3234946,443234,
2021-01-14,GIB,,,,
2021-01-14,GRC,70960,70960,,
2021-01-14,HRV,38000,38000,,
2021-01-14,HUN,,,,
2021-01-14,IDN,,,,
2021-01-14,ISL,,,,
2021-01-14,ISR,2271332,2084628,186704,
2021-01-14,ITA,1037074,1037074,18,
2021-01-14,JOR,,,,
2021-01-14,KWT,,,,
2021-01-14,LIE,24,24,,
2021-01-14,LTU,42830,42830,,
2021-01-14,LUX,3238,3238,,
2021-01-14,LVA,13514,13484,27,5
2021-01-14,MCO,,,,
2021-01-14,MEX,329983,329983,,
2021-01-14,NLD,,,,
2021-01-14,NOR,47234,47162,72,
2021-01-14,OMN,24204,24204,,
2021-01-14,POL,410480,410480,,
2021-01-14,PRT,,,,
2021-01-14,QAT,,,,
2021-01-14,ROU,168089,168089,,
2021-01-14,RUS,,,,
2021-01-14,SAU,,,,
2021-01-14,SGP,16536,16217,222,
2021-01-14,SRB,18136,18136,,
2021-01-14,SVK,,,,
2021-01-14,SVN,44479,44474,6,
2021-01-14,SWE,,,,
2021-01-14,SYC,,,,
2021-01-14,TCA,,,,
2021-01-14,TUR,279452,,,
2021-01-14,USA,16995452,14385052,2279153,
2021-01-15,ALB,308,308,,
2021-01-15,ARE,1665987,,,
2021-01-15,ARG,226225,226129,54,42
2021-01-15,AUT,117665,117207,413,
2021-01-15,BEL,119302,119288,14,
2021-01-15,BGR,18126,18126,,
2021-01-15,BHR,,122819,,
2021-01-15,BLR,,,,
2021-01-15,BMU,,,,
2021-01-15,CAN,515888,496457,19431,
2021-01-15,CHE,90692,89047,,45
2021-01-15,CHL,22087,13783,8304,
2021-01-15,CHN,,,,
2021-01-15,CRI,24859,24804,55,
2021-01-15,CYM,,,,
2021-01-15,CYP,,,,
2021-01-15,CZE,116268,116245,23,
2021-01-15,DEU,1116167,1115190,977,
2021-01-15,DNK,136676,136136,543,
2021-01-15,ESP,768950,768950,,
2021-01-15,EST,17803,17800,735,1
2021-01-15,FIN,,,,
2021-01-15,FRA,430978,430358,619,1
2021-01-15,GBR,4023705,3576263,447442,
2021-01-15,GIB,5135,5135,,
2021-01-15,GRC,75412,75412,,
2021-01-15,HRV,41532,41532,,
2021-01-15,HUN,,,,
2021-01-15,IDN,,,,
2021-01-15,IND,0,0,,
2021-01-15,ISL,,,,
2021-01-15,ISR,2338052,2115404,222648,
2021-01-15,ITA,1128148,1128148,18,
2021-01-15,JOR,,,,
2021-01-15,KWT,,,,
2021-01-15,LIE,44,44,,
2021-01-15,LTU,50212,50212,,
2021-01-15,LUX,3681,3681,,
2021-01-15,LVA,15395,15365,27,5
2021-01-15,MCO,,,,
2021-01-15,MEX,417375,415417,1958,
2021-01-15,NLD,76667,76667,,
2021-01-15,NOR,51857,51782,75,
2021-01-15,OMN,,,,
2021-01-15,POL,436963,436963,,
2021-01-15,PRT,138100,136372,1458,114
2021-01-15,QAT,,,,
2021-01-15,ROU,184146,184146,,
2021-01-15,RUS,,,,
2021-01-15,SAU,,,,
2021-01-15,SGP,21929,21549,253,
2021-01-15,SRB,,,,
2021-01-15,SVK,,,,
2021-01-15,SVN,49369,49217,153,
2021-01-15,SWE,,,,
2021-01-15,SYC,4000,4000,,
2021-01-15,TCA,,,,
2021-01-15,TUR,616652,,,
2021-01-15,USA,18264041,15508950,2401789,
2021-01-16,ALB,369,369,,
2021-01-16,ARE,1797926,,,
2021-01-16,ARG,232110,232013,55,42
2021-01-16,AUT,,,,
2021-01-16,BEL,124544,124526,18,
2021-01-16,BGR,18332,18332,,
2021-01-16,BHR,,137159,,
2021-01-16,BLR,,,,
2021-01-16,BMU,1665,1665,,
2021-01-16,CAN,553819,533199,20620,
2021-01-16,CHE,95060,93389,,46
2021-01-16,CHL,22177,13806,8371,
2021-01-16,CHN,,,,
2021-01-16,CRI,,,,
2021-01-16,CYM,,,,
2021-01-16,CYP,10226,10226,,
2021-01-16,CZE,119674,119646,28,
2021-01-16,DEU,1174292,1172071,2221,
2021-01-16,DNK,,,,
2021-01-16,ESP,,,,
2021-01-16,EST,18023,18020,746,1
2021-01-16,FIN,,,,
2021-01-16,FRA,451270,450577,692,1
2021-01-16,GBR,4322456,3872394,450062,
2021-01-16,GIB,5847,5847,,
2021-01-16,GRC,80391,80389,2,
2021-01-16,HRV,45906,45906,,
2021-01-16,HUN,,,,
2021-01-16,IDN,,,,
2021-01-16,IND,191181,191181,,
2021-01-16,ISL,,,,
2021-01-16,ISR,2393540,2144885,248655,
2021-01-16,ITA,1194308,1194308,18,
2021-01-16,JOR,,,,
2021-01-16,KWT,,,,
2021-01-16,LIE,46,46,,
2021-01-16,LTU,51320,51320,,
2021-01-16,LUX,3760,3760,,
2021-01-16,LVA,16071,16040,28,5
2021-01-16,MCO,,,,
2021-01-16,MEX,463246,461025,2221,
2021-01-16,NLD,,,,
2021-01-16,NOR,52704,52625,79,
2021-01-16,OMN,24773,24773,,
2021-01-16,POL,457303,457303,,
2021-01-16,PRT,,,,
2021-01-16,QAT,,,,
2021-01-16,ROU,196567,196567,,
2021-01-16,RUS,,,,
2021-01-16,SAU,295530,,,
2021-01-16,SGP,23714,23317,267,
2021-01-16,SRB,,,,
2021-01-16,SVK,,,,
2021-01-16,SVN,49694,49542,153,
2021-01-16,SWE,,,,
2021-01-16,SYC,7000,7000,,
2021-01-16,TCA,,,,
2021-01-16,TUR,676903,,,
2021-01-16,USA,18915824,16076975,2474991,
2021-01-17,ALB,405,405,,
2021-01-17,ARE,1882778,,,
2021-01-17,ARG,233174,233072,58,44
2021-01-17,AUT,,,,
2021-01-17,AZE,0,0,,
2021-01-17,BEL,127845,127798,47,
2021-01-17,BGR,18453,18453,,
2021-01-17,BHR,,141563,,
2021-01-17,BLR,,,,
2021-01-17,BMU,,,,
2021-01-17,BRA,112,112,,
2021-01-17,CAN,582416,560529,21887,
2021-01-17,CHE,95725,94051,,47
2021-01-17,CHL,,,,
2021-01-17,CHN,,,,
2021-01-17,CRI,,,,
2021-01-17,CYM,,,,
2021-01-17,CYP,,,,
2021-01-17,CZE,122930,122267,663,
2021-01-17,DEU,1222146,1202842,19304,
2021-01-17,DNK,,,,
2021-01-17,ESP,,,,
2021-01-17,EST,18119,18050,808,5
2021-01-17,FIN,62122,62117,5,
2021-01-17,FRA,462317,461570,746,1
2021-01-17,GBR,4514802,4062501,452301,
2021-01-17,GIB,5847,5847,,
2021-01-17,GRC,,,,
2021-01-17,HRV,,,,
2021-01-17,HUN,,,,
2021-01-17,IDN,,,,
2021-01-17,IND,224301,224301,,
2021-01-17,ISL,,,,
2021-01-17,ISR,2546585,2213332,333253,
2021-01-17,ITA,1231972,1228980,3010,
2021-01-17,JOR,,,,
2021-01-17,KWT,,,,
2021-01-17,LIE,,,,
2021-01-17,LTU,52460,51366,1094,
2021-01-17,LUX,,,,
2021-01-17,LVA,16198,16162,33,5
2021-01-17,MCO,,,,
2021-01-17,MEX,472142,468708,3434,
2021-01-17,MLT,11705,11705,,
2021-01-17,NLD,,,,
2021-01-17,NOR,53100,53013,87,
2021-01-17,OMN,25446,24773,673,
2021-01-17,POL,469466,468795,671,
2021-01-17,PRT,,,,
2021-01-17,QAT,,,,
2021-01-17,ROU,204662,203787,875,
2021-01-17,RUS,,,,
2021-01-17,SAU,,,,
2021-01-17,SGP,24415,24003,280,
2021-01-17,SRB,,,,
2021-01-17,SVK,101443,98585,2839,6
2021-01-17,SVN,49697,49544,154,
2021-01-17,SWE,132915,97244,62,
2021-01-17,SYC,,,,
2021-01-17,TCA,,,,
2021-01-17,TUR,706451,,,
2021-01-17,USA,19218336,16333247,2517266,
2021-01-18,ALB,447,447,,
2021-01-18,ARE,1971521,,,
2021-01-18,ARG,243008,242893,63,52
2021-01-18,AUT,,,,
2021-01-18,AZE,,,,
2021-01-18,BEL,139139,138942,197,
2021-01-18,BGR,19638,18524,1114,
2021-01-18,BHR,,142831,,
2021-01-18,BLR,,,,
2021-01-18,BMU,,,,
2021-01-18,BRA,1109,1109,,
2021-01-18,CAN,623715,601092,22623,
2021-01-18,CHE,107951,105421,,49
2021-01-18,CHL,33227,24856,8371,
2021-01-18,CHN,,,,
2021-01-18,CRI,29389,29257,132,
2021-01-18,CYM,,,,
2021-01-18,CYP,,,,
2021-01-18,CZE,137230,134747,2483,
2021-01-18,DEU,1305473,1270404,35069,
2021-01-18,DNK,,,,
2021-01-18,ESP,897942,895627,2315,
2021-01-18,EST,19152,18708,1201,13
2021-01-18,FIN,,,,
2021-01-18,FRA,548420,547494,925,1
2021-01-18,GBR,4723443,4266577,456866,
2021-01-18,GIB,6435,6435,,
2021-01-18,GRC,85898,85475,423,
2021-01-18,HRV,,,,
2021-01-18,HUN,131332,129689,1643,
2021-01-18,IDN,,,,
2021-01-18,IND,454049,454049,,
2021-01-18,ISL,,,,
2021-01-18,ISR,2736844,2283152,453692,
2021-01-18,ITA,1276697,1268607,8108,
2021-01-18,JOR,,,,
2021-01-18,KWT,,,,
2021-01-18,LIE,126,126,,
2021-01-18,LTU,56996,54217,2779,
2021-01-18,LUX,4574,4127,447,
2021-01-18,LVA,17058,16439,616,5
2021-01-18,MCO,2400,,,
2021-01-18,MEX,492529,485983,6546,
2021-01-18,MLT,13002,13002,,
2021-01-18,NLD,,,,
2021-01-18,NOR,54742,54345,397,
2021-01-18,OMN,26758,24773,1985,
2021-01-18,POL,495164,491696,3468,
2021-01-18,PRT,,,,
2021-01-18,QAT,,,,
2021-01-18,ROU,234899,232949,1950,
2021-01-18,RUS,,,,
2021-01-18,SAU,,,,
2021-01-18,SGP,31904,31441,295,
2021-01-18,SRB,,,,
2021-01-18,SVK,,,,
2021-01-18,SVN,49906,49587,320,
2021-01-18,SWE,,,,
2021-01-18,SYC,,,,
2021-01-18,TCA,,,,
2021-01-18,TUR,832412,,,
2021-01-18,USA,20110141,16978110,2746764,
2021-01-19,ALB,483,483,,
2021-01-19,ARE,2065367,,,
2021-01-19,ARG,256265,250709,5498,58
2021-01-19,AUT,,,,
2021-01-19,AZE,,,,
2021-01-19,BEL,158609,158204,405,
2021-01-19,BGR,22226,19058,3168,
2021-01-19,BHR,,143596,,
2021-01-19,BLR,,,,
2021-01-19,BMU,,,,
2021-01-19,BRA,13527,13527,,
2021-01-19,CAN,663128,638248,24880,
2021-01-19,CHE,125240,121842,,51
2021-01-19,CHL,52594,44222,8372,
2021-01-19,CHN,,,,
2021-01-19,CRI,,,,
2021-01-19,CYM,,,,
2021-01-19,CYP,,,,
2021-01-19,CZE,152554,147343,5211,
2021-01-19,DEU,1425409,1354240,71169,
2021-01-19,DNK,,,,
2021-01-19,ESP,966097,956756,9341,
2021-01-19,EST,20313,19466,1653,25
2021-01-19,FIN,,,,
2021-01-19,FRA,679247,678110,1136,1
2021-01-19,GBR,5070365,4609740,460625,
2021-01-19,GIB,7017,7017,,
2021-01-19,GRC,94454,93382,1072,
2021-01-19,HRV,54304,54304,,
2021-01-19,HUN,133257,130318,2939,
2021-01-19,IDN,,,,
2021-01-19,IND,674835,674835,,
2021-01-19,ISL,,,,
2021-01-19,ISR,2947595,2356048,591547,
2021-01-19,ITA,1310338,1300461,9895,
2021-01-19,JOR,,,,
2021-01-19,KWT,,,,
2021-01-19,LIE,211,211,,
2021-01-19,LTU,63269,56560,6709,
2021-01-19,LUX,5298,4504,794,
2021-01-19,LVA,17947,16519,1425,5
2021-01-19,MCO,,,,
2021-01-19,MEX,498122,488513,9609,
2021-01-19,MLT,14276,14276,,
2021-01-19,NLD,,,,
2021-01-19,NOR,60236,59003,1233,
2021-01-19,OMN,28049,24773,3276,
2021-01-19,POL,541229,530055,11174,
2021-01-19,PRT,,,,
2021-01-19,QAT,,,,
2021-01-19,ROU,269706,267085,2621,
2021-01-19,RUS,,,,
2021-01-19,SAU,,,,
2021-01-19,SGP,40124,39584,334,
2021-01-19,SRB,,,,
2021-01-19,SVK,,,,
2021-01-19,SVN,52096,50132,1968,
2021-01-19,SWE,,,,
2021-01-19,SYC,10976,10976,,
2021-01-19,TCA,,,,
2021-01-19,TUR,950635,,,
2021-01-19,USA,21463944,17946827,3107581,
2021-01-20,ALB,519,519,,
2021-01-20,ARE,2161150,,,
2021-01-20,ARG,275699,256621,19020,58
2021-01-20,AUT,,,,
2021-01-20,AZE,,,,
2021-01-20,BEL,180359,179480,879,
2021-01-20,BGR,24127,19834,4293,
2021-01-20,BHR,,144130,,
2021-01-20,BLR,,,,
2021-01-20,BMU,,,,
2021-01-20,BRA,105824,105824,,
2021-01-20,CAN,706501,668458,38043,
2021-01-20,CHE,145682,141201,,54
2021-01-20,CHL,61904,53532,8372,
2021-01-20,CHN,15000000,,,
2021-01-20,CRI,,,,
2021-01-20,CYM,,,,
2021-01-20,CYP,,,,
2021-01-20,CZE,168905,161035,7870,
2021-01-20,DEU,1558424,1433270,125154,
2021-01-20,DNK,,,,
2021-01-20,ECU,17,17,,
2021-01-20,ESP,1025937,1010295,15642,
2021-01-20,EST,21795,20318,2335,31
2021-01-20,FIN,,,,
2021-01-20,FRA,817022,815688,1333,1
2021-01-20,GBR,5437284,4973248,464036,
2021-01-20,GIB,7017,7017,,
2021-01-20,GRC,109831,108167,1664,
2021-01-20,HRV,,,,
2021-01-20,HUN,138584,134554,4030,
2021-01-20,IDN,,,,
2021-01-20,IND,806484,806484,,
2021-01-20,ISL,6205,5725,480,
2021-01-20,ISR,3168283,2432967,735316,
2021-01-20,ITA,1341889,1327423,14484,
2021-01-20,JOR,,,,
2021-01-20,KWT,,,,
2021-01-20,LIE,264,264,,
2021-01-20,LTU,66732,58177,8555,
2021-01-20,LUX,6198,4955,1243,
2021-01-20,LVA,18737,16549,2185,5
2021-01-20,MCO,,,,
2021-01-20,MEX,501030,489628,11402,
2021-01-20,MLT,15316,15316,,
2021-01-20,NLD,,,,
2021-01-20,NOR,71112,69168,1944,
2021-01-20,OMN,29548,24773,4775,
2021-01-20,PAN,641,641,,
2021-01-20,POL,591785,566793,24992,
2021-01-20,PRT,,,,
2021-01-20,QAT,,,,
2021-01-20,ROU,308044,302231,5813,
2021-01-20,RUS,,,,
2021-01-20,SAU,,,,
2021-01-20,SGP,49208,48552,402,
2021-01-20,SRB,44611,44611,,
2021-01-20,SVK,,,,
2021-01-20,SVN,57092,51324,5776,
2021-01-20,SWE,,,,
2021-01-20,SYC,13163,13163,,
2021-01-20,TCA,,,,
2021-01-20,TUR,1052493,,,
2021-01-20,USA,23079181,19108490,3532501,
2021-01-21,ALB,549,549,,
2021-01-21,ARE,2246069,,,
2021-01-21,ARG,289820,261421,28341,58
2021-01-21,AUT,,,,
2021-01-21,AZE,,,,
2021-01-21,BEL,210768,209848,920,
2021-01-21,BGR,25251,20719,4532,
2021-01-21,BHR,,,,
2021-01-21,BLR,,,,
2021-01-21,BMU,,,,
2021-01-21,BRA,193699,193699,,
2021-01-21,CAN,749604,705753,43851,
2021-01-21,CHE,168845,163569,,56
2021-01-21,CHL,64960,56588,8372,
2021-01-21,CHN,,,,
2021-01-21,CRI,,,,
2021-01-21,CYM,,,,
2021-01-21,CYP,,,,
2021-01-21,CZE,186298,176682,9616,
2021-01-21,DEU,1664094,1497811,166283,
2021-01-21,DNK,,,,
2021-01-21,ECU,3008,3008,,
2021-01-21,ESP,1103301,1054245,49056,
2021-01-21,EST,23976,21834,3075,59
2021-01-21,FIN,,,,
2021-01-21,FRA,975662,974123,1538,1
2021-01-21,GBR,5849899,5383103,466796,
2021-01-21,GIB,7947,7947,,
2021-01-21,GRC,125928,123667,2261,
2021-01-21,HRV,,,,
2021-01-21,HUN,144798,138983,5815,
2021-01-21,IDN,,,,
2021-01-21,IMN,3558,,,
2021-01-21,IND,1043534,1043534,,
2021-01-21,ISL,,,,
2021-01-21,ISR,3402777,2502980,899797,
2021-01-21,ITA,1378508,1344162,34364,
2021-01-21,JOR,,,,
2021-01-21,KWT,,,,
2021-01-21,LIE,322,322,,
2021-01-21,LTU,68331,59137,9194,
2021-01-21,LUX,6903,5660,1243,
2021-01-21,LVA,19032,16823,2206,5
2021-01-21,MCO,,,,
2021-01-21,MEX,552335,534317,18018,
2021-01-21,MLT,16531,16531,,
2021-01-21,NLD,,,,
2021-01-21,NOR,79895,77770,2125,
2021-01-21,OMN,,,,
2021-01-21,PAN,2728,2728,,
2021-01-21,POL,644999,605313,39686,
2021-01-21,PRT,,,,
2021-01-21,QAT,,,,
2021-01-21,ROU,347756,337913,9843,
2021-01-21,RUS,,,,
2021-01-21,SAU,,,,
2021-01-21,SGP,56761,56033,438,
2021-01-21,SRB,84832,84832,,
2021-01-21,SVK,,,,
2021-01-21,SVN,61869,52613,9265,
2021-01-21,SWE,,,,
2021-01-21,SYC,,,,
2021-01-21,TCA,,,,
2021-01-21,TUR,1120258,,,
2021-01-21,USA,24726816,20447780,3811415,
2021-01-22,ALB,,,,
2021-01-22,ARE,2339073,,,
2021-01-22,ARG,299044,266446,32539,59
2021-01-22,AUT,216189,210927,5078,
2021-01-22,AZE,,,,
2021-01-22,BEL,240980,240012,968,
2021-01-22,BGR,26101,21496,4605,
2021-01-22,BHR,,,,
2021-01-22,BLR,,,,
2021-01-22,BMU,,,,
2021-01-22,BRA,462269,462269,,
2021-01-22,CAN,787695,737495,50200,
2021-01-22,CHE,188658,182673,,56
2021-01-22,CHL,65375,56999,8376,
2021-01-22,CHN,,,,
2021-01-22,CRI,,,,
2021-01-22,CYM,,,,
2021-01-22,CYP,,,,
2021-01-22,CZE,202211,191551,10660,
2021-01-22,DEU,1766553,1566622,199931,
2021-01-22,DNK,166577,145371,21210,
2021-01-22,ECU,3811,3811,,
2021-01-22,ESP,1165825,1097369,68456,
2021-01-22,EST,25477,23066,3403,69
2021-01-22,FIN,,,,
2021-01-22,FRA,1097012,1095214,1797,1
2021-01-22,GBR,6329968,5861351,468617,
2021-01-22,GIB,8877,8877,,
2021-01-22,GRC,143877,141298,2579,
2021-01-22,HRV,64951,,,
2021-01-22,HUN,150128,143184,6944,
2021-01-22,IDN,132000,132000,,
2021-01-22,IMN,3648,,,
2021-01-22,IND,1390592,1390592,,
2021-01-22,ISL,,,,
2021-01-22,ISR,3511847,2540914,970933,
2021-01-22,ITA,1406030,1357518,48530,
2021-01-22,JOR,,,,
2021-01-22,KWT,,,,
2021-01-22,LIE,375,375,,
2021-01-22,LTU,68726,59462,9264,
2021-01-22,LUX,7585,6341,1244,
2021-01-22,LVA,19264,17032,2229,5
2021-01-22,MCO,,,,
2021-01-22,MEX,614808,594725,20083,
2021-01-22,MLT,17767,17767,,
2021-01-22,NLD,162614,162613,1,
2021-01-22,NOR,83359,81213,2146,
2021-01-22,OMN,,,,
2021-01-22,PAN,5081,5081,,
2021-01-22,POL,684277,638798,45479,
2021-01-22,PRT,294624,259842,33965,493
2021-01-22,QAT,,,,
2021-01-22,ROU,385596,374342,11254,
2021-01-22,RUS,,,,
2021-01-22,SAU,,,,
2021-01-22,SGP,64508,63708,479,
2021-01-22,SRB,119711,119711,,
2021-01-22,SVK,,,,
2021-01-22,SVN,64052,53801,10261,
2021-01-22,SWE,,,,
2021-01-22,SYC,16890,16890,,
2021-01-22,TCA,,,,
2021-01-22,TUR,1202212,,,
2021-01-22,USA,26373687,21853861,4024485,
2021-01-23,ALB,,,,
2021-01-23,ARE,2426793,,,
2021-01-23,ARG,302994,267560,35374,60
2021-01-23,AUT,,,,
2021-01-23,AZE,,,,
2021-01-23,BEL,249509,248528,981,
2021-01-23,BGR,26119,21509,4610,
2021-01-23,BHR,,,,
2021-01-23,BLR,,,,
2021-01-23,BMU,2932,2932,,
2021-01-23,BRA,573268,573268,,
2021-01-23,CAN,815195,760602,54593,
2021-01-23,CHE,194472,188368,,56
2021-01-23,CHL,,,,
2021-01-23,CHN,,,,
2021-01-23,CRI,,,,
2021-01-23,CYM,,,,
2021-01-23,CYP,17739,15322,2057,
2021-01-23,CZE,206407,194868,11539,
2021-01-23,DEU,1853672,1607407,246265,
2021-01-23,DNK,,,,
2021-01-23,ECU,3848,3848,,
2021-01-23,ESP,,,,
2021-01-23,EST,25735,23321,3420,69
2021-01-23,FIN,,,,
2021-01-23,FRA,1135592,1133708,1883,1
2021-01-23,GBR,6822981,6353321,469660,
2021-01-23,GIB,9807,9807,,
2021-01-23,GRC,160101,156966,3135,
2021-01-23,HRV,,,,
2021-01-23,HUN,153392,145257,8135,
2021-01-23,IDN,,,,
2021-01-23,IMN,,,,
2021-01-23,IND,1582201,1582201,,
2021-01-23,ISL,,,,
2021-01-23,ISR,3605411,2580880,1024531,
2021-01-23,ITA,1445433,1363717,81734,
2021-01-23,JOR,30000,30000,,
2021-01-23,KWT,,,,
2021-01-23,LIE,380,380,,
2021-01-23,LTU,68728,59464,9264,
2021-01-23,LUX,7717,6473,1244,
2021-01-23,LVA,19400,17166,2231,5
2021-01-23,MCO,,,,
2021-01-23,MEX,618768,596296,22472,
2021-01-23,MLT,18930,,,
2021-01-23,NLD,,,,
2021-01-23,NOR,83787,81631,2156,
2021-01-23,OMN,30675,24773,5902,
2021-01-23,PAN,5594,5594,,
2021-01-23,POL,701164,654184,46980,
2021-01-23,PRT,,,,
2021-01-23,QAT,,,,
2021-01-23,ROU,418545,405667,12878,
2021-01-23,RUS,,,,
2021-01-23,SAU,391643,,,
2021-01-23,SGP,69305,68461,514,
2021-01-23,SRB,163355,163355,,
2021-01-23,SVK,,,,
2021-01-23,SVN,64773,54032,10751,
2021-01-23,SWE,,,,
2021-01-23,SYC,18353,18353,,
2021-01-23,TCA,,,,
2021-01-23,TUR,1226883,,,
2021-01-23,USA,27287063,22598456,4177806,
2021-01-24,ALB,,,,
2021-01-24,ARE,2487784,,,
2021-01-24,ARG,303298,267652,35586,60
2021-01-24,AUT,,,,
2021-01-24,AZE,,,,
2021-01-24,BEL,251459,250446,1013,
2021-01-24,BGR,26143,21533,4610,
2021-01-24,BHR,,,,
